Fisher, Eddie	Eddie Fisher	Beautiful Things	1952	Beastie Boys	Get it Together	Ill Communication	1994	other
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	Das EFX	Alright	Hold It Down	1995	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	De la Soul	View	Art Official Intelligence: Mosaic Thump	2000	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	Gospel Gangstas	Before Redemption	Gang Affiliated	1994	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	Grand Puba	Reel to Reel	Reel To Reel	1992	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	Lord Finesse	Stop Sweating the Next Man	Return Of The Funky Man	1991	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	Lords of the Underground	Sleep for Dinner	Here Come The Lords	1993	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	MadKap	When it Rains it Pours	Look Ma Duke, No Hands	1993	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	Naked Funk	Pearls of Compassion	Valium	1996	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	Nice & Smooth	Old to the New	Jewel Of The Nile	1994	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	Onyx	Bust Dat Ass	BacDaFucUp	1994	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	Pete Rock & CL Smooth	On and On	Mecca &#038; The Soul Brother	1992	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	The Roots	Good Music	Organix	1993	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	ShowBiz & A.G.	Catchin' Wreck	Runaway Slave	1992	jazz
Donaldson, Lou	Mr. Shing a Ling	Ode to Billy Joe	1968	Warren G	This is the Shack	Regulate...G Funk Era	1994	jazz
Hamilton, Chico	Gamut	MSP	1968	David Holmes	Rodney Yates	Let's Get Killed	1997	jazz
Harris, Eddie	Plug Me In	It's Crazy	1968	Del	Ahonetwo, Ahonetwo	I Wish My Brother George Was Here	1991	jazz
Harris, Eddie & McCann, Les	Swiss Movement	Cold Duck Time	1968	Casual	You Flunked	Fear Itself	1994	jazz
Harris, Eddie & McCann, Les	Swiss Movement	Kathleen's Theme	1968	Black Sheep	Autobiographical	Non-Fiction	1994	jazz
Harris, Eddie & McCann, Les	Swiss Movement	Compared to What	1968	Cypress Hill	Break it Up	Cypress Hill	1991	jazz
Harris, Eddie & McCann, Les	Swiss Movement	Compared to What	1968	David Holmes	Compared to What	Bow Down To The Exit Sign	2000	jazz
Harris, Gene (& the Three Sounds)	Elegant Soul	Look of Slim	1968	Blackalicious	Lyric Fathom	Melodica	1996	jazz
Herman, Woody	Light My Fire	Pontieo	1968	Styles of Beyond	Back it Up	2000 Fold	1998	jazz
Horn, Paul (& Nexus)	Inside	Agra	1968	Prefuse 73	Afternoon Love-In	Vocal Studies &#043; Uprock Narratives	2001	jazz
Jones, Quincy	The Lost Man soundtrack	Main Squeeze	1968	Lord Finesse	Praise the Lord	Return Of The Funky Man	1991	jazz
Jones, Quincy	The Lost Man soundtrack	Slum Creeper	1968	Das EFX	Hold it Down	Hold It Down	1995	jazz
Lewis, Ramsey	Maiden Voyage	The Mighty Quinn (Quinn the Eskimo)	1968	Pharcyde	Officer	Bizarre Ride II The Pharcyde	1992	jazz
Lewis, Ramsey	Maiden Voyage	Les Fleurs	1968	Black Sheep	Similak Child	A Wolf In Sheep's Clothing	1991	jazz
Lewis, Ramsey	Mother Nature's Son	Julia	1968	All Natural	50 Years	No Additives, No Preservatives	1998	jazz
Lewis, Ramsey	Mother Nature's Son	Julia	1968	Da King & I	Mr. All That	Contemporary Jeep Music	1993	jazz
Lewis, Ramsey	Mother Nature's Son	Cry Baby Cry	1968	ShowBiz & A.G.	Catchin' Wreck	Runaway Slave	1992	jazz
McCann, Les	Much Les	Roberta	1968	Black Sheep	Let's Get Cozy	Non-Fiction	1994	jazz
McCann, Les	Much Les	Benjamin	1968	2 Bal 2 Neg	Interlude	3x Plus Efficace	1996	jazz
McCann, Les	Much Les	Benjamin	1968	Mobb Deep	Right Back at You	The Infamous	1995	jazz
McDuff, Brother Jack	Getting Our Thing Together	Hold it for a Minute	1968	Diamond D	Feel the Vibe	Stunts, Blunts, &#038; Hip Hop	1992	jazz
McGriff, Jimmy	The Worm	The Worm	1968	Chemical Brothers	Chemical Beats	Exit Planet Dust	1995	jazz
McGriff, Jimmy	The Worm	The Worm	1968	United Future Organization	Doopsylalolic	Now &#038; Then Disc2 Best Selection of Classics (1990-97)	1997	jazz
McGriff, Jimmy	The Worm	Blue Juice	1968	Black Sheep	Pass the 40	A Wolf In Sheep's Clothing	1991	jazz
Montenegro, Hugo	Music from the Good, the Bad, the Ugly. . .	Aces High	1968	Leaders of the New School	Sobb Story	A Future Without A Past	1991	jazz
Montenegro, Hugo	Lady in Cement soundtrack	Again	1968	Beatnuts	Rik's Joint	Street Level	1994	jazz
Newman, David "Fathead"	Bigger and Better	The Thirteenth Floor	1968	Lootpack	Episodes	Soundpieces: Da Antidote!	1999	jazz
Oliphant, Grassella	The Grass is Greener	Get out of My Life, Woman	1968	Cypress Hill	What Goes Around, Comes Around Kid	Black Sunday	1993	jazz
Patton, Big John	Understanding	Alfie's Theme	1968	US3	It's Like That	Hand on the Torch	1993	jazz
Pearson, Duke	Introducing the Duke Pearson Big Band	Ground Hog	1968	De la Soul	Long Island Wildin'	Buhloone Mind State	1993	jazz
Purdie, Bernard "Pretty"	Soul Drums	Soul Drums	1968	Beck	Devils Haircut	Odelay	1996	jazz
Rich, Buddy	Mercy, Mercy	Channel 1 Suite	1968	Cinematic Orchestra	Channel 1 Suite	Motion	1999	jazz
Rich, Buddy	Mercy, Mercy	Channel 1 Suite	1968	ShowBiz & A.G.	Silence of the Lambs	Runaway Slave	1992	jazz
Santamaria, Mongo	Soul Bag	Cold Sweat	1968	RJD2	The Chicken-Bone Circuit	Deadringer	2002	jazz
Scott, Tom	The Honeysuckle Breeze	Today	1968	Pete Rock & CL Smooth	T.R.O.Y.	Mecca &#038; The Soul Brother	1992	jazz
Scott, Tom	The Honeysuckle Breeze	Never My Love	1968	Pete Rock & CL Smooth	It's on You	Mecca &#038; The Soul Brother	1992	jazz
Scott, Tom	The Honeysuckle Breeze	Deliver Me	1968	Pete Rock & CL Smooth	T.R.O.Y.	Mecca &#038; The Soul Brother	1992	jazz
Scott, Tom	The Honeysuckle Breeze	Honeysuckle Breeze	1968	People Under the Stairs	Youth Explosion	Question In The Form Of An Answer	2000	jazz
Scott, Tom	Rural Still Life	Rural Still Life #26	1968	Casual	Me-O-Mi-O	Fear Itself	1994	jazz
Semper, George	Makin' Waves	Get out of My Life, Woman	1968	Beatnuts	Off the Books	Stone Crazy	1997	jazz
Smith, Lonnie	Think!	The Call of the Wild	1968	United Future Organization	Loud Minority	Now &#038; Then Disc2 Best Selection of Classics (1990-97)	1997	jazz
Wilson, Reuben	On Broadway	Ronnie's Bonnie	1968	US3	I Got it Goin' On	Hand on the Torch	1993	jazz
Young-Holt Unlimited (Trio)	Soulful Strut	Soulful Strut	1968	2 Live Crew	Coolin'	As Nasty As They Wanna Be	1989	jazz
Young-Holt Unlimited (Trio)	Soulful Strut	Soulful Strut	1968	Nice & Smooth	Step by Step	Ain't A Damn Thing Changed	1991	jazz
Beatles	single	Hey Jude	1968	Boogie Down Productions	Criminal Minded	Criminal Minded	1987	rock/pop
Beatles	The Beatles	Revolution 9	1968	CJ Bolland	Sugar is Sweeter	The Analogue Theatre	1997	rock/pop
Beatles	The Beatles	Glass Onion	1968	MF Doom	Tick Tick	Operation: Doomsday	2001	rock/pop
Big Brother & the Holding Company	Cheap Thrills	Summertime	1968	Eminem	Rock Bottom	The Slim Shady LP	1999	rock/pop
Blood, Sweat & Tears	Child is the Father to the Man	I Love You More than You'll Ever Know	1968	Wu-Tang Clan	Maria	Forever	1997	rock/pop
Brown, Arthur	The Crazy World of Arthur Brown	Fire	1968	Prodigy	Fire	The Fat Of The Land	1997	rock/pop
Classics IV	Spooky	Spooky	1968	Bloodhound Gang	Why's Everybody Always Picking on Me?	I Wish I Was Queer So I Could Get Chicks	1997	rock/pop
Curb, Mike & Brown, Lawrence	Mary Jane soundtrack	Bay City Boys	1968	DJ Format	Last Bongo in Brighton	DJ Format - Music For The Mature B-Boy	2003	rock/pop
Deep Purple	Shades of Deep Purple	And the Address	1968	Stereo MCs	On 33	Retroactive	2002	rock/pop
Donovan	Hurdy Gurdy Man	Hurdy Gurdy Man	1968	Beastie Boys	Car Thief	Paul's Boutique	1989	rock/pop
Donovan	Hurdy Gurdy Man	Hurdy Gurdy Man	1968	Butthole Surfers	Hurdy Gurdy Man	Piouhgd	1991	rock/pop
Donovan	Hurdy Gurdy Man	Get thy Bearings	1968	Bjork	Army of Me	Greatest Hits	2002	rock/pop
Doors, The	Waiting for the Sun	Five to One	1968	Jay-Z	The Takeover	Blueprint	2001	rock/pop
Electric Prunes, The	Mass in F Minor	Gloria	1968	Adeem	Forgotten Habit	Sweet Talking Your Brain	2002	rock/pop
Electric Prunes, The	Release of an Oath	Holy are You	1968	Howie B	Take Your Partner by the Hand	Turn The Dark Off	1997	rock/pop
Electric Prunes, The	Release of an Oath	Holy are You	1968	Quasimoto	Return of the Loop Digga	The Unseen	2000	rock/pop
Electric Prunes, The	Release of an Oath	General Confessional	1968	Black Moon	Duress	War Zone	1999	rock/pop
Electric Prunes, The	Release of an Oath	General Confessional	1968	Wu-Tang Clan	The Monument	The W	2000	rock/pop
Electric Prunes, The	Release of an Oath	The Adoration	1968	Beatnuts	World Famous	Stone Crazy	1997	rock/pop
Hassles, The	Hour of the Wolf	4 O' Clock in the Morning	1968	PM Dawn	My Own Personal Gravity	Jesus Wept	1995	rock/pop
Hendrix, Jimi	Axis: Bold As Love	Experience	1968	A Tribe Called Quest	If the Papes Come	The Anthology	1999	rock/pop
Hendrix, Jimi	Axis: Bold As Love	Little Miss Lover	1968	A Tribe Called Quest	Scenario	The Anthology	1999	rock/pop
Hendrix, Jimi	Axis: Bold As Love	Little Miss Lover	1968	Luscious Jackson	Daughters of the Kaos	In Search Of Manny	1992	rock/pop
Hendrix, Jimi	Electric Ladyland	Rain Day, Dream Away	1968	A Tribe Called Quest	Go Ahead in the Rain	People's Instinctive Travels And Paths Of Rhythm	1990	rock/pop
Hendrix, Jimi	Electric Ladyland	Voodoo Chile	1968	2 Live Crew	My Seven Bizzo's	As Nasty As They Wanna Be	1989	rock/pop
Hendrix, Jimi	Electric Ladyland	Voodoo Chile	1968	Ice T	Street Killer	O.G. Original Gangster	1991	rock/pop
Hendrix, Jimi	Electric Ladyland	Voodoo Chile	1968	KLF	What Time is Love?	The White Room	1991	rock/pop
Hendrix, Jimi & Knight, Curtis	Get that Feeling	Hush Now	1968	Bomb the Bass	Braindead	Clear	1995	rock/pop
Iron Butterfly	In-A-Gadda-Da-Vida	In-A-Gadda-Da-Vida	1968	Leaders of the New School	Classic Material	T.I.M.E. - The Inner Mind's Ey	1993	rock/pop
Iron Butterfly	In-A-Gadda-Da-Vida	In-A-Gadda-Da-Vida	1968	Presage	Secret Society	Outer Perimeter	1998	rock/pop
Loading Zone	Loading Zone	Can I Dedicate	1968	Red Fox	Dem a Murderer	As A Matter Of Fox	1993	rock/pop
Loading Zone	Loading Zone	Can I Dedicate	1968	Souls of Mischief	Disseshowedo	93 'Til Infinity	1993	rock/pop
Loading Zone	Loading Zone	Can I Dedicate	1968	Souls of Mischief	Live and Let Live	93 'Til Infinity	1993	rock/pop
Loading Zone	Loading Zone	Kali Yuga-Loo	1968	Ugly Duckling	Down the Road	Journey to Anywhere	2001	rock/pop
Mamas & the Papas	Papas & Mamas	Midnight Voyage	1968	Avalanches	A Little Journey	Since I Left You	2000	rock/pop
Mandel, Harvey	Cristo Redentor	Cristo Redentor	1968	Pharoahe Monch	Truth	Internal Affairs	1999	rock/pop
Mitchell, Joni	Joni Mitchell	I Had a King	1968	PM Dawn	The Ways of the Wind	The Bliss Album	1993	rock/pop
Move, The	The Move	Useless Information	1968	Blackalicious	As the World Turns	Nia	2000	rock/pop
Move, The	The Move	Useless Information	1968	Sole	Understanding	Bottle Of Humans	2000	rock/pop
Pearls Before Swine	Balaklava	Images of April	1968	Nobody	Images of April	Pacific Drift - Western Water Music Vol. 1	2003	rock/pop
Presley, Elvis	single	A Little Less Conversation	1968	David Holmes	$160 Million Chinese Man	Ocean's Eleven	2001	rock/pop
Rado & Company	Hair soundtrack	Where Do I Go?	1968	Run-DMC	Down with the King	Greatest Hits	2002	rock/pop
Rascals	Once upon a Dream	My World	1968	De la Soul	D.A.I.S.Y. Age	3 Feet High And Rising	1989	rock/pop
Rotary Connection	Aladdin	Life Could	1968	DJ Shadow	Midnight in a Perfect World	Endtroducing.....	1996	rock/pop
Rotary Connection	Aladdin	Life Could	1968	Eric B & Rakim	Rest Assured	Don't Sweat The Technique	1992	rock/pop
Rotary Connection	Aladdin	Life Could	1968	Paris	Make Way for the Panther	Sleeping With The Enemy	1992	rock/pop
Rotary Connection	Peace	Christmas Child	1968	Compton's Most Wanted	Compton 4 Life	Music To Driveby	2002	rock/pop
Sandpipers, The	Softly	Cancion De Amor	1968	OutKast	Rosa Parks	Aquemini	1998	rock/pop
Steppenwolf	Steppenwolf	Born to Be Wild	1968	MC Shan	Born to Be Wild	Born To Be Wild	1988	rock/pop
Turtles	Battle of the Bands	You Showed Me	1968	De la Soul	Transmitting Live from Mars	3 Feet High And Rising	1989	rock/pop
Turtles	Battle of the Bands	You Showed Me	1968	DJ Food	Turtle Soup	Refried Food	1996	rock/pop
Turtles	Battle of the Bands	You Showed Me	1968	Freestyle Fellowship	Sunshine Men	To Whom It May Concern	1999	rock/pop
Turtles	Battle of the Bands	I'm Chief Kamanawanalea (We're the Royal Macadamia Nuts)	1968	Big Daddy Kane	Mister Cee's Master Plan	Long Live The Kane	1988	rock/pop
Turtles	Battle of the Bands	I'm Chief Kamanawanalea (We're the Royal Macadamia Nuts)	1968	Beastie Boys	Jimmy James	Check Your Head	1992	rock/pop
Turtles	Battle of the Bands	I'm Chief Kamanawanalea (We're the Royal Macadamia Nuts)	1968	De la Soul	Say No Go	3 Feet High And Rising	1989	rock/pop
Turtles	Battle of the Bands	I'm Chief Kamanawanalea (We're the Royal Macadamia Nuts)	1968	Del	In and Out	No Need For Alarm	1993	rock/pop
Turtles	Battle of the Bands	I'm Chief Kamanawanalea (We're the Royal Macadamia Nuts)	1968	Twin Hype	For those Who Like to Groove	Twin Hype	1989	rock/pop
Turtles	Battle of the Bands	Buzzsaw	1968	Mary J. Blige	Everything	Share My World	1997	rock/pop
Turtles	Battle of the Bands	Buzzsaw	1968	Ice Cube	Jackin' for Beats	Greatest Hits	2001	rock/pop
Vanilla Fudge	The Beat Goes On	Intro	1968	Alias	Three Phase Irony	Three Phase Irony EP	2001	rock/pop
Vanilla Fudge	The Beat Goes On	The Beat Goes On(#1)	1968	Alias	Three Phase Irony	Three Phase Irony EP	2001	rock/pop
Vanilla Fudge	The Beat Goes On	The Beat Goes On(#2)	1968	Peanut Butter Wolf	Casio	My Vinyl Weighs A Ton	1999	rock/pop
Vanilla Fudge	The Beat Goes On	The Beat Goes On(#4)	1968	Alias	Headbumps	Three Phase Irony EP	2001	rock/pop
Vanilla Fudge	The Beat Goes On	Voices In Time	1968	Alias	Three Phase Irony	Three Phase Irony EP	2001	rock/pop
Bloomfield, Mike /Kooper, Al /Stills, Steve	Super Session	Stop	1968	Diamond D	Check 1, 2	Stunts, Blunts, &#038; Hip Hop	1992	rock/pop
Bloomfield, Mike /Kooper, Al /Stills, Steve	Super Session	Season of the Witch	1968	Edan	You Suck	Primitive Plus	2002	rock/pop
Bloomfield, Mike /Kooper, Al /Stills, Steve	Super Session	Season of the Witch	1968	Gravediggaz	Nowhere to Run, Nowhere to Hide	6 Feet Deep	1997	rock/pop
Bloomfield, Mike /Kooper, Al /Stills, Steve	Super Session	Season of the Witch	1968	Pharcyde	Ya Mama	Bizarre Ride II The Pharcyde	1992	rock/pop
Bloomfield, Mike /Kooper, Al /Stills, Steve	Super Session	Season of the Witch	1968	Pete Rock & CL Smooth	The Basement	Mecca &#038; The Soul Brother	1992	rock/pop
Butterfield, Paul	In My Own Dream	Last Hope's Gone	1968	Organized Konfusion	Stress	Stress: The Extinction Agenda	1994	rock/pop
Howlin'Wolf	This is Howlin' Wolf's New Album	Smokestack Lightning	1968	Handsome Boy Modeling School	The Projects	So How's Your Girl...	1999	rock/pop
Howlin'Wolf	This is Howlin' Wolf's New Album	Smokestack Lightning	1968	Soul Coughing	Down to This	Ruby Vroom	1994	rock/pop
Markham, Pigmeat	Here Come the Judge	Here Comes the Judge	1968	People Under the Stairs	The Cat	Question In The Form Of An Answer	2000	other
Trovaioli, Armando	L'Arcidiavolo soundtrack	L'Arcidiavolo	1968	Nicola Conte	Missione a Bombay	Bossa Per Due	2001	other
Humperdinck, Engelbert	Man without Love	From Here to Eternity	1968	Kinobe	Slip into Something More Comfortable	Slip Into Something...	2000	other
Jones, Tom	Help Yourself	Lookin' through My Window	1968	Stetsasonic	Go Stetsa 1	On Fire (Tommy Boy 20th Anniversary Series)	1987	other
Averne, Harvey	Viva Soul	You're No Good	1968	House of Pain	Jump Around	House of Pain	1992	other
Cramer, Floyd	Charly soundtrack	McArthurs Park	1968	Roots Manuva	Dreamy Days	Run Come Save Me	2001	other
Hawksworth, Denis "Johnny"	Charly soundtrack	Intro: Salute to Thames	1968	Wu-Tang Clan	In the Hood	Iron Flag	2001	other
5th Dimension	The Age of Aquarius	Age of Aquarius	1969	Beastie Boys	Finger Lickin' Good	Check Your Head	1992	other
Ambassadors	Soul Summit	Ain't Got the Love (Of One Girl on My Mind)	1969	Pete Rock & CL Smooth	I Got a Love	The Main Ingredient	1994	soul/funk/r&b
Anderson, Vicki (Barnes, Myra)	single	I Want to Be in the Land of Milk & Honey	1969	Next	Penetration	Rated Next	1997	soul/funk/r&b
Ballard, Hank	You Can't Keep a Good Man Down	From the Love Side	1969	Stetsasonic	Showtime	In Full Gear	1988	soul/funk/r&b
Bar-Kays	Gotta Groove	In the Hole	1969	Compton's Most Wanted	Dead Men Tell No Lies	Music To Driveby	2002	soul/funk/r&b
Bar-Kays	Gotta Groove	In the Hole	1969	Edan	You Suck	Primitive Plus	2002	soul/funk/r&b
Bar-Kays	Gotta Groove	In the Hole	1969	Fu-Schnickens	Ring the Alarm	F.U. &#034;Don't take it personal&#034;	1992	soul/funk/r&b
Bar-Kays	Gotta Groove	In the Hole	1969	Genius	Living in the World Today	Liquid Swords	1995	soul/funk/r&b
Bar-Kays	Gotta Groove	In the Hole	1969	Non-Phixion	Rock Stars	The Future Is Now	2002	soul/funk/r&b
Bar-Kays	Gotta Groove	Jiving 'Round	1969	Del	Ya Lil' Crumbsnatchers	I Wish My Brother George Was Here	1991	soul/funk/r&b
Bar-Kays	Gotta Groove	Jiving 'Round	1969	Run-DMC	The Ave	Together Forever: Greatest Hits 1983-1991	1991	soul/funk/r&b
Bar-Kays	Gotta Groove	Humpin'	1969	Black Sheep	The Choice is Yours	A Wolf In Sheep's Clothing	1991	soul/funk/r&b
Bar-Kays	Gotta Groove	Humpin'	1969	Cypress Hill	Real Estate	Cypress Hill	1991	soul/funk/r&b
Bar-Kays	Gotta Groove	Humpin'	1969	Ice Cube	AmeriKKKa's Most Wanted	AmeriKKKa's Most Wanted	1990	soul/funk/r&b
Bar-Kays	Black Rock	Copy Cat	1969	Cypress Hill	Real Estate	Cypress Hill	1991	soul/funk/r&b
Bo, Eddie	single	Hook and Sling	1969	Above the Law	Murder Rap	Livin' Like Hustlers	1990	soul/funk/r&b
Bo, Eddie	single	Hook and Sling	1969	Camp Lo	B-Side to Hollywood	Uptown Saturday Night	1997	soul/funk/r&b
Bo, Eddie	single	Hook and Sling	1969	DJ Quik	Jus Lyke Compton	The Best Of DJ Quik	2002	soul/funk/r&b
Bo, Eddie	single	Hook and Sling	1969	DOC	Lend Me an Ear	No One Can Do It Better	1989	soul/funk/r&b
Bo, Eddie	single	Hook and Sling	1969	Everlast	I Got the Knack	Forever Everlasting	1990	soul/funk/r&b
Bo, Eddie	single	Hook and Sling	1969	Insane Poetry	Grim Reality	Grim Reality	1992	soul/funk/r&b
Bo, Eddie	single	Hook and Sling	1969	Leaders of the New School	My Ding a Ling	A Future Without A Past	1991	soul/funk/r&b
Bo, Eddie	single	Hook and Sling	1969	Schoolly D	Am I Black Enough for You?	Am I Black Enough For You?	1989	soul/funk/r&b
Booker T. & the MG's	Booker T. Set	Sing a Simple Song	1969	Brand Nubian	Love Me or Leave Me Alone	In God We Trust	1992	soul/funk/r&b
Brown, James	Say it Loud, I'm Black and I'm Proud	I'm Black and I'm Proud	1969	Big Daddy Kane	Long Live the Kane	Long Live The Kane	1988	soul/funk/r&b
Brown, James	Say it Loud, I'm Black and I'm Proud	I'm Black and I'm Proud	1969	Blackstreet	Good Lovin'	Another Level	1996	soul/funk/r&b
Brown, James	Say it Loud, I'm Black and I'm Proud	I'm Black and I'm Proud	1969	Brand Nubian	Dedication	One For All	1990	soul/funk/r&b
Brown, James	Say it Loud, I'm Black and I'm Proud	I'm Black and I'm Proud	1969	Cypress Hill	Insane in the Brain	Black Sunday	1993	soul/funk/r&b
Brown, James	Say it Loud, I'm Black and I'm Proud	I'm Black and I'm Proud	1969	Eric B & Rakim	Move the Crowd	Paid in Full	1987	soul/funk/r&b
Brown, James	Say it Loud, I'm Black and I'm Proud	I'm Black and I'm Proud	1969	LL Cool J	Nitro	Walking With A Panther	1989	soul/funk/r&b
Brown, James	Say it Loud, I'm Black and I'm Proud	I'm Black and I'm Proud	1969	Pete Rock & CL Smooth	T.R.O.Y.	Mecca &#038; The Soul Brother	1992	soul/funk/r&b
Brown, James	Say it Loud, I'm Black and I'm Proud	I'm Black and I'm Proud	1969	Run-DMC	Naughty	Back From Hell	1990	soul/funk/r&b
Brown, James	Say it Loud, I'm Black and I'm Proud	I'm Black and I'm Proud	1969	Vanilla Ice	Ice Cold	To The Extreme	1990	soul/funk/r&b
Brown, James	Ain't it Funky	Ain't it Funky	1969	Beastie Boys	Hey Ladies	The Sounds Of Science (Disc 2)	1999	soul/funk/r&b
Brown, James	Ain't it Funky	Nose Job	1969	Boogie Down Productions	The Racist	Edutainment	1990	soul/funk/r&b
Brown, James	The Popcorn	The Chicken	1969	Big Daddy Kane	Calling Mr. Welfare	It's a Big Daddy Thing	1989	soul/funk/r&b
Brown, James	The Popcorn	Soul Pride	1969	Roni Size	Hot Stuff	New Forms (Disc 2)	1997	soul/funk/r&b
Brown, James	It's a Mother	Mother Popcorn	1969	Heavy D	Flexin'	Big Tyme	1989	soul/funk/r&b
Brown, James	It's a Mother	Popcorn with Feeling	1969	Brand Nubian	Who Can Get Busy Like this Man. . .	One For All	1990	soul/funk/r&b
Brown, James	It's a Mother	Popcorn with Feeling	1969	Heavy D	Blue Funk	Blue Funk	1992	soul/funk/r&b
Brown, James	It's a Mother	Popcorn with Feeling	1969	Run-DMC	Bob Your Head	Back From Hell	1990	soul/funk/r&b
Brown, James	It's a Mother	I'm Shook	1969	C + C Music Factory	Things That Make You Go Hmm	Gonna Make You Sweat	1990	soul/funk/r&b
Brown, James	It's a Mother	The Little Groove Maker Pt I	1969	De la Soul	Me, Myself and I	3 Feet High And Rising	1989	soul/funk/r&b
Brown, James	single	The Funky Drummer (Part 2)	1969	Boo-Yaa T.R.I.B.E.	Psyko Funk	New Funky Nation	1990	soul/funk/r&b
Brown, Mel	Blues for We	Indian Giver	1969	Diamond D	Lunchroom Chatter	Stunts, Blunts, &#038; Hip Hop	1992	soul/funk/r&b
Carter, Clarence	Testifyin'	Back Door Santa	1969	Run-DMC	Christmas in Hollis	Together Forever: Greatest Hits 1983-1991	1991	soul/funk/r&b
Cold Blood	Cold Blood	I Just Want to Make Love to You	1969	Jurassic 5	Lausd	Quality Control	2000	soul/funk/r&b
Doggett, Bill	single	Honky Tonk	1969	Beatnuts	Are You Ready?	Street Level	1994	soul/funk/r&b
Dyke & the Blazers	Runaway People	Runaway People	1969	Ice T	Mic Contract	O.G. Original Gangster	1991	soul/funk/r&b
Dyke & the Blazers	Runaway People	Runaway People	1969	Professor Griff	Mental Genocide	Kao's II Wiz*7*Dome	1991	soul/funk/r&b
Dyke & the Blazers	Greatest Hits	Let a Woman Be a Woman, and Let a Man Be a Man	1969	Above the Law	Menace to Society	Livin' Like Hustlers	1990	soul/funk/r&b
Dyke & the Blazers	Greatest Hits	Let a Woman Be a Woman, and Let a Man Be a Man	1969	Beck	Jack-Ass	Odelay	1996	soul/funk/r&b
Dyke & the Blazers	Greatest Hits	Let a Woman Be a Woman, and Let a Man Be a Man	1969	Digital Underground	No Nose Job	Sons Of The P	1991	soul/funk/r&b
Dyke & the Blazers	Greatest Hits	Let a Woman Be a Woman, and Let a Man Be a Man	1969	Jaz	Ease up Jaz	To Your Soul	1990	soul/funk/r&b
Dyke & the Blazers	Greatest Hits	Let a Woman Be a Woman, and Let a Man Be a Man	1969	Kid 'N Play	Damn That DJ	2 Hype	1988	soul/funk/r&b
Dyke & the Blazers	Greatest Hits	Let a Woman Be a Woman, and Let a Man Be a Man	1969	Leaders of the New School	Case of the P.T.A.	A Future Without A Past	1991	soul/funk/r&b
Dyke & the Blazers	Greatest Hits	Let a Woman Be a Woman, and Let a Man Be a Man	1969	Run-DMC	Faces	Back From Hell	1990	soul/funk/r&b
Dyke & the Blazers	Greatest Hits	Let a Woman Be a Woman, and Let a Man Be a Man	1969	Stetsasonic	Sally	In Full Gear	1988	soul/funk/r&b
Earth Disciples, The	Getaway Train	La Bahemia	1969	People Under the Stairs	Earth Travellers	Question In The Form Of An Answer	2000	soul/funk/r&b
Emotions	So I Can Love You	I Like It	1969	3rd Bass	The Gas Face	The Cactus Album (The Cactus CEE/D)	1989	soul/funk/r&b
Emotions	So I Can Love You	I Like It	1969	King & I	Brain 2 U	Contemporary Jeep Music	1993	soul/funk/r&b
Flack, Roberta	First Take	Hey, That's No Way to Say Goodbye	1969	Lil' Kim	Queen B---h	Hard Core	1996	soul/funk/r&b
Flack, Roberta	First Take	Hey, That's No Way to Say Goodbye	1969	Mary J. Blige	I Can Love You	Share My World	1997	soul/funk/r&b
Isley Brothers	The Brothers	I Turned You On	1969	Eazy-E	Eazy-Duz-It	Eternal E	1995	soul/funk/r&b
Isley Brothers	The Brothers	I Turned You On	1969	ESP	Oh Well	Valoompadoom Pink! Or Something Else Off The Wall	1997	soul/funk/r&b
Isley Brothers	The Brothers	I Turned You On	1969	KMD	Who Me?	Mr. Hood	1991	soul/funk/r&b
Isley Brothers	It's Our Thing	It's Your Thing	1969	Kris Kross	Jump	Totally Krossed Out	1992	soul/funk/r&b
Isley Brothers	It's Our Thing	It's Your Thing	1969	OPM	El Capitan	Menace To Sobriety	2000	soul/funk/r&b
Isley Brothers	It's Our Thing	It's Your Thing	1969	Salt-N-Pepa	Shake Your Thing	Salt 'n' Pepper The Greatest Hits	1991	soul/funk/r&b
Johnson, Syl	Is it Because I'm Black?	Is it Because I'm Black?	1969	Cypress Hill	Interlude	Muggs Presents The Soul Assassins II	2000	soul/funk/r&b
Johnson, Syl	Is it Because I'm Black?	Is it Because I'm Black?	1969	Wu-Tang Clan	Hollow Bones	The W	2000	soul/funk/r&b
Kool and the Gang	Kool and the Gang	Give it Up	1969	A Tribe Called Quest	Scenario	The Anthology	1999	soul/funk/r&b
